Record_ID,Date,Units_Sold,Price,Revenue,Cost,Profit,Price_Zscore,Is_Outlier,Is_Loss,Is_Zero_Units,Profit_Margin_Pct,Price_Tier,Unit_Tier,Model_ID,Region_ID
1721,2025-05-07,2.0,154200.0,308400.0,209647.28,98752.72,-0.28823419332396133,0,0,0,0.3202098573281453,145K+,0-4,8,2
1910,2025-08-04,2.0,37300.0,74600.0,54271.75,20328.25,-0.09721926952310278,0,0,0,0.27249664879356567,30K-45K,0-4,6,1
1164,2024-08-20,6.0,49600.0,297600.0,220571.23,77028.77,-0.30366778356728896,0,0,0,0.25883323252688173,45K-60K,4-8,5,4
1531,2025-02-07,5.0,71600.0,358000.0,261213.47,96786.53,0.10297211598434905,0,0,0,0.27035343575418996,60K-80K,4-8,2,2
931,2024-04-25,2.0,171100.0,342200.0,220864.97,121335.03,1.4046569936987292,0,0,0,0.35457343658679136,145K+,0-4,8,2
1320,2024-11-01,5.0,98700.0,493500.0,349815.08,143684.92,1.3984649016012634,0,0,0,0.29115485309017225,80K-110K,4-8,7,2
1785,2025-06-09,6.0,54300.0,325800.0,236394.33,89405.67,-0.03542944551108066,0,0,0,0.27441887661141806,45K-60K,4-8,1,1
103,2023-02-24,6.0,69000.0,414000.0,290057.18,123942.82,0.0002202350389400877,0,0,0,0.29937879227053144,60K-80K,4-8,2,1
1868,2025-07-14,7.0,58000.0,406000.0,289114.69,116885.31,0.16270226427128837,0,0,0,0.28789485221674876,45K-60K,4-8,1,2
1206,2024-09-12,4.0,55500.0,222000.0,157756.16,64243.84,1.5406674313340376,0,0,0,0.2893866666666666,45K-60K,0-4,5,1
624,2023-11-21,4.0,71100.0,284400.0,203895.22,80504.78,0.15057767203647013,0,0,0,0.28306884669479604,60K-80K,0-4,3,4
399,2023-08-11,1.0,95300.0,95300.0,65616.78,29683.22,0.8099544465751971,0,0,0,0.31147135362014694,80K-110K,0-4,7,2
1260,2024-10-09,5.0,46700.0,233500.0,166422.79,67077.21,-1.210205431569636,0,0,0,0.28726856531049255,45K-60K,4-8,5,1
318,2023-07-01,7.0,55500.0,388500.0,275884.69,112615.31,1.5406674313340376,0,0,0,0.28987209781209783,45K-60K,4-8,5,2
1383,2024-12-03,9.0,60000.0,540000.0,392365.69,147634.31,0.2698004857752716,0,0,0,0.27339687037037036,45K-60K,8-12,1,4
1198,2024-09-08,3.0,67400.0,202200.0,144149.81,58050.19,-0.0630116916966962,0,0,0,0.2870929277942631,60K-80K,0-4,2,1
2112,2025-11-15,6.0,53200.0,319200.0,227904.7,91295.3,0.8216892967114866,0,0,0,0.2860128446115288,45K-60K,4-8,5,4
710,2024-01-03,2.0,98000.0,196000.0,140420.93,55579.07,1.2773009843900145,0,0,0,0.2835666836734694,80K-110K,0-4,7,4
1925,2025-08-15,5.0,64000.0,320000.0,228965.46,91034.54,-0.1973795360099233,0,0,0,0.2844829375,60K-80K,4-8,2,1
717,2024-01-07,5.0,35500.0,177500.0,133869.59,43630.41,-0.16168519572450532,0,0,0,0.2458051267605634,30K-45K,4-8,6,3
688,2023-12-26,6.0,46300.0,277800.0,199058.51,78741.49,-1.3352451071561664,0,0,0,0.28344668826493885,45K-60K,4-8,5,1
2101,2025-11-08,5.0,52500.0,262500.0,189198.37,73301.63,-0.13181784486466558,0,0,0,0.27924430476190476,45K-60K,4-8,1,1
2005,2025-09-19,4.0,68400.0,273600.0,193467.12,80132.88,-0.30179024641462404,0,0,0,0.29288333333333333,60K-80K,0-4,3,2
2160,2025-12-11,3.0,127100.0,381300.0,259039.94,122260.06,-0.006801028580378083,0,0,0,0.3206400734329924,110K-145K,0-4,4,3
413,2023-08-17,1.0,146600.0,146600.0,97590.49,49009.51,-1.049534372103396,0,0,0,0.33430770804911325,145K+,0-4,8,4
2144,2025-12-03,7.0,52000.0,364000.0,262422.09,101577.91,0.4465702699518947,0,0,0,0.2790601923076923,45K-60K,4-8,5,3
1725,2025-05-08,6.0,50400.0,302400.0,221102.48,81297.52,-0.244270977443848,0,0,0,0.2688410052910053,45K-60K,4-8,1,3
806,2024-02-18,7.0,77200.0,540400.0,384867.48,155532.52,1.172594080388942,0,0,0,0.2878099925980755,60K-80K,4-8,3,4
508,2023-09-30,6.0,56700.0,340200.0,240738.65,99461.35,0.09308842029369924,0,0,0,0.2923614050558495,45K-60K,4-8,1,3
1669,2025-04-07,6.0,66700.0,400200.0,288757.77,111442.23,-0.09067565964353708,0,0,0,0.2784663418290855,60K-80K,4-8,2,1
1220,2024-09-18,7.0,56300.0,394100.0,288602.58,105497.42,0.0716687759929026,0,0,0,0.26769200710479574,45K-60K,4-8,1,3
2067,2025-10-20,8.0,69000.0,552000.0,386221.99,165778.01,0.0002202350389400877,0,0,0,0.30032248188405797,60K-80K,4-8,2,2
1738,2025-05-17,4.0,135700.0,542800.0,361088.36,181711.64,1.20402069130867,0,0,0,0.3347672070744289,110K-145K,0-4,4,2
1989,2025-09-14,3.0,65600.0,196800.0,138274.96,58525.04,-0.134147609274287,0,0,0,0.29738333333333333,60K-80K,0-4,2,2
122,2023-03-08,2.0,67700.0,135400.0,97084.65,38315.35,-0.41907081786490774,0,0,0,0.2829789512555391,60K-80K,0-4,3,2
1061,2024-07-04,1.0,72000.0,72000.0,50760.5,21239.5,0.30136697818683483,0,0,0,0.29499305555555555,60K-80K,0-4,3,4
1872,2025-07-16,7.0,46900.0,328300.0,237385.52,90914.48,-1.1476855937763706,0,0,0,0.2769250076149863,45K-60K,4-8,5,2
1923,2025-08-14,9.0,58400.0,525600.0,381505.28,144094.72,0.18412190857208502,0,0,0,0.27415281582952816,45K-60K,8-12,1,4
1599,2025-03-09,7.0,57900.0,405300.0,293847.74,111452.26,0.1573473531960892,0,0,0,0.274987071305206,45K-60K,4-8,1,2
1532,2025-02-07,1.0,76700.0,76700.0,53327.05,23372.95,1.0888222436387396,0,0,0,0.30473207301173405,60K-80K,0-4,3,1
1315,2024-10-30,3.0,65600.0,196800.0,136947.22,59852.78,-0.134147609274287,0,0,0,0.30412997967479677,60K-80K,0-4,2,2
635,2023-11-28,1.0,63600.0,63600.0,45921.37,17678.63,-1.1059998792165693,0,0,0,0.2779658805031447,60K-80K,0-4,3,4
1060,2024-07-03,9.0,51900.0,467100.0,331556.83,135543.17,-0.16394731131586057,0,0,0,0.2901801969599658,45K-60K,8-12,1,4
1318,2024-10-31,3.0,66800.0,200400.0,138495.24,61904.76,-0.0867236642225598,0,0,0,0.3089059880239521,60K-80K,0-4,2,1
1537,2025-02-09,7.0,53100.0,371700.0,272360.74,99339.26,-0.09968837841347061,0,0,0,0.2672565509819747,45K-60K,4-8,1,2
237,2023-05-16,2.0,48400.0,96800.0,69652.0,27148.0,-0.6787868103268808,0,0,0,0.28045454545454546,45K-60K,0-4,5,3
304,2023-06-23,4.0,39900.0,159600.0,118449.76,41150.24,-0.004101820565521324,0,0,0,0.25783358395989975,30K-45K,0-4,6,3
1855,2025-07-10,3.0,41600.0,124800.0,92721.02,32078.98,0.056782665291358864,0,0,0,0.25704310897435895,30K-45K,0-4,6,2
949,2024-05-02,10.0,49600.0,496000.0,366067.19,129932.81,-0.2871102660454413,0,0,0,0.26196131048387095,45K-60K,8-12,1,1
573,2023-10-30,4.0,72300.0,289200.0,202349.73,86850.27,0.13063608393118992,0,0,0,0.30031213692946057,60K-80K,0-4,2,1
618,2023-11-18,3.0,94600.0,283800.0,201023.07,82776.93,0.6887905293639482,0,0,0,0.29167346723044396,80K-110K,0-4,7,1
2159,2025-12-11,8.0,51100.0,408800.0,290550.75,118249.25,-0.20678659991745385,0,0,0,0.2892594178082192,45K-60K,4-8,1,3
1687,2025-04-18,6.0,68200.0,409200.0,283097.98,126102.02,-0.33529898111470513,0,0,0,0.3081672043010753,60K-80K,4-8,3,2
1178,2024-08-27,8.0,59500.0,476000.0,350605.78,125394.22,0.2430259303992758,0,0,0,0.26343323529411766,45K-60K,4-8,1,1
1797,2025-06-14,2.0,92700.0,185400.0,132790.03,52609.97,0.3599170397905583,0,0,0,0.2837646709816613,80K-110K,0-4,7,3
35,2023-01-18,5.0,61000.0,305000.0,218506.55,86493.45,-0.3159393986392413,0,0,0,0.2835850819672131,60K-80K,4-8,2,2
581,2023-11-02,7.0,38400.0,268800.0,195128.3,73671.7,-0.05782342573335678,0,0,0,0.2740762648809524,30K-45K,4-8,6,2
871,2024-03-26,8.0,56800.0,454400.0,321818.9,132581.1,0.0984433313688984,0,0,0,0.291771786971831,45K-60K,4-8,1,4
1854,2025-07-09,4.0,74800.0,299200.0,216933.08,82266.92,0.2294359694556216,0,0,0,0.27495628342245987,60K-80K,0-4,2,1
313,2023-06-29,3.0,85600.0,256800.0,183711.15,73088.85,-0.8690312633521093,0,0,0,0.2846139018691589,80K-110K,0-4,7,4
867,2024-03-24,6.0,60500.0,363000.0,260321.82,102678.18,-0.33569937574412767,0,0,0,0.28286,60K-80K,4-8,2,2
457,2023-09-06,4.0,72700.0,290800.0,206146.13,84653.87,0.14644406561509898,0,0,0,0.2911068431911967,60K-80K,0-4,2,3
1714,2025-05-01,4.0,74100.0,296400.0,211117.78,85282.22,0.20177200150878075,0,0,0,0.28772678812415653,60K-80K,0-4,2,2
728,2024-01-11,1.0,73600.0,73600.0,52283.6,21316.4,0.5694368557874833,0,0,0,0.289625,60K-80K,0-4,3,3
1662,2025-04-05,5.0,45400.0,227000.0,168908.81,58091.19,-1.6165843772258603,0,0,0,0.25590832599118946,45K-60K,4-8,5,4
1086,2024-07-16,6.0,127300.0,763800.0,512670.71,251129.29,0.021357616068204428,0,0,0,0.3287893296674522,110K-145K,4-8,4,1
541,2023-10-14,8.0,51300.0,410400.0,302794.79,107605.21,0.22775083767546614,0,0,0,0.26219593079922027,45K-60K,4-8,5,3
357,2023-07-25,2.0,96500.0,193000.0,133956.33,59043.67,1.0176640189373383,0,0,0,0.3059257512953368,80K-110K,0-4,7,3
530,2023-10-12,2.0,91600.0,183200.0,125516.52,57683.48,0.1695165984585957,0,0,0,0.3148661572052402,80K-110K,0-4,7,2
419,2023-08-23,4.0,38500.0,154000.0,112222.66,41777.34,-0.054241985388834416,0,0,0,0.27128142857142856,30K-45K,0-4,6,2
970,2024-05-14,10.0,55100.0,551000.0,409293.5,141706.5,1.415627755747507,0,0,0,0.2571805807622505,45K-60K,8-12,5,1
914,2024-04-11,8.0,50100.0,400800.0,289906.85,110893.15,-0.1473681890841257,0,0,0,0.27667951596806384,45K-60K,4-8,5,4
1551,2025-02-18,2.0,56600.0,113200.0,81829.72,31370.28,0.08773350921850008,0,0,0,0.2771226148409894,45K-60K,0-4,1,1
646,2023-12-04,5.0,48500.0,242500.0,181822.28,60677.72,-0.6475268914302481,0,0,0,0.25021740206185566,45K-60K,4-8,5,4
1727,2025-05-10,3.0,153100.0,459300.0,310327.58,148972.42,-0.398422377094669,0,0,0,0.32434665795776185,145K+,0-4,8,3
1286,2024-10-20,0.0,67500.0,202500.0,139853.58,62646.42,-0.4525795525649888,0,0,1,0.30936503703703705,60K-80K,0-4,3,2
2146,2025-12-06,7.0,40300.0,282100.0,209505.45,72594.55,0.010223940812568132,0,0,0,0.2573362282878412,30K-45K,4-8,6,3
516,2023-10-05,4.0,119100.0,476400.0,328050.59,148349.41,-1.1331468145236785,0,0,0,0.3113967464315701,110K-145K,0-4,4,3
1642,2025-03-30,6.0,59100.0,354600.0,251767.32,102832.68,0.22160628609847915,0,0,0,0.28999627749576984,45K-60K,4-8,1,4
1762,2025-05-28,8.0,54300.0,434400.0,325357.72,109042.28,1.1655484045744458,0,0,0,0.2510181399631676,45K-60K,4-8,5,2
676,2023-12-20,7.0,36800.0,257600.0,190067.7,67532.3,-0.1151264712457146,0,0,0,0.262159549689441,30K-45K,4-8,6,3
311,2023-06-28,1.0,99500.0,99500.0,70060.62,29439.38,1.5369379498426907,0,0,0,0.29587316582914575,80K-110K,0-4,7,3
1084,2024-07-16,6.0,440800.0,330600.0,237526.08,93073.92,20.661301860133683,1,0,0,0.28153030852994554,145K+,4-8,1,4
529,2023-10-12,5.0,47100.0,235500.0,170827.89,64672.11,-1.0851657559831054,0,0,0,0.274616178343949,45K-60K,4-8,5,2
1316,2024-10-30,7.0,56300.0,394100.0,290217.54,103882.46,0.0716687759929026,0,0,0,0.2635941639177874,45K-60K,4-8,1,2
1125,2024-08-02,5.0,65800.0,329000.0,227699.13,101300.87,-0.12624361843233248,0,0,0,0.3079053799392097,60K-80K,4-8,2,4
1035,2024-06-18,5.0,69800.0,349000.0,254102.54,94897.46,0.03183619840675823,0,0,0,0.27191249283667623,60K-80K,4-8,2,1
552,2023-10-19,6.0,49500.0,297000.0,220703.57,76296.43,-0.3349277024639216,0,0,0,0.2568903367003367,45K-60K,4-8,5,2
748,2024-01-21,2.0,36600.0,73200.0,54096.64,19103.36,-0.12228935193475933,0,0,0,0.26097486338797815,30K-45K,0-4,6,1
640,2023-11-30,7.0,54400.0,380800.0,273739.62,107060.38,1.1968083234710785,0,0,0,0.28114595588235297,45K-60K,4-8,5,4
808,2024-02-20,2.0,64800.0,129600.0,89627.89,39972.11,-0.904947471016083,0,0,0,0.30842677469135804,60K-80K,0-4,3,4
1622,2025-03-19,5.0,59600.0,298000.0,216241.3,81758.7,0.24838084147447495,0,0,0,0.27435805369127514,45K-60K,4-8,1,4
1244,2024-10-01,6.0,50700.0,304200.0,225193.74,79006.26,0.04019132429567023,0,0,0,0.25971814595660747,45K-60K,4-8,5,2
758,2024-01-26,3.0,60300.0,180900.0,129817.46,51082.54,-0.3436033665860822,0,0,0,0.28237998894416805,60K-80K,0-4,2,3
1931,2025-08-18,3.0,54900.0,164700.0,118215.18,46484.82,1.3531079179542416,0,0,0,0.2822393442622951,45K-60K,0-4,5,1
338,2023-07-15,6.0,54800.0,328800.0,245301.54,83498.46,1.321847999057609,0,0,0,0.2539490875912409,45K-60K,4-8,5,1
1789,2025-06-10,2.0,72400.0,144800.0,100943.05,43856.95,0.36838444758699695,0,0,0,0.3028794889502762,60K-80K,0-4,3,3
217,2023-05-07,1.0,161400.0,161400.0,104035.04,57364.96,0.4329975549933979,0,0,0,0.35542106567534076,145K+,0-4,8,1
2062,2025-10-16,6.0,53900.0,323400.0,229764.9,93635.1,-0.05684908981187731,0,0,0,0.2895333951762523,45K-60K,4-8,1,4
638,2023-11-29,7.0,61600.0,431200.0,312639.07,118560.93,-0.2922274261133777,0,0,0,0.27495577458256026,60K-80K,4-8,2,4
334,2023-07-10,3.0,88000.0,264000.0,185376.06,78623.94,-0.45361211862782735,0,0,0,0.29781795454545457,80K-110K,0-4,7,2
690,2023-12-29,2.0,54700.0,109400.0,77782.47,31617.53,1.2905880801609764,0,0,0,0.28900850091407676,45K-60K,0-4,5,1
423,2023-08-26,4.0,63500.0,254000.0,183916.31,70083.69,-1.1227542465666098,0,0,0,0.27592003937007875,60K-80K,0-4,3,4
971,2024-05-16,4.0,55800.0,223200.0,162537.96,60662.04,1.6344471880239355,0,0,0,0.2717833333333333,45K-60K,0-4,5,2
2115,2025-11-17,8.0,50400.0,403200.0,288694.5,114505.5,-0.244270977443848,0,0,0,0.28399181547619046,45K-60K,4-8,1,4
784,2024-02-10,5.0,69800.0,349000.0,249915.39,99084.61,-0.06722910351405671,0,0,0,0.28391005730659025,60K-80K,4-8,3,4
1081,2024-07-13,6.0,45400.0,272400.0,196399.87,76000.13,-1.6165843772258603,0,0,0,0.27900194566813513,45K-60K,4-8,5,1
1264,2024-10-11,7.0,77200.0,540400.0,388423.83,151976.17,1.172594080388942,0,0,0,0.28122903404885274,60K-80K,4-8,3,1
208,2023-05-01,5.0,95300.0,476500.0,328823.57,147676.43,0.8099544465751971,0,0,0,0.30991905561385097,80K-110K,4-8,7,1
2148,2025-12-06,8.0,52100.0,416800.0,307871.99,108928.01,0.47783018884852735,0,0,0,0.26134359404990404,45K-60K,4-8,5,3
1681,2025-04-16,9.0,36100.0,324900.0,234020.45,90879.55,-0.14019655365737116,0,0,0,0.2797154509079717,30K-45K,8-12,6,3
1105,2024-07-24,2.0,35200.0,70400.0,51597.72,18802.28,-0.17242951675807242,0,0,0,0.26707784090909087,30K-45K,0-4,6,3
1780,2025-06-06,6.0,57100.0,342600.0,251051.85,91548.15,0.11450806459449589,0,0,0,0.26721584938704024,45K-60K,4-8,1,4
750,2024-01-22,1.0,68600.0,68600.0,48872.16,19727.84,-0.268281511714543,0,0,0,0.28757784256559765,60K-80K,0-4,3,3
1324,2024-11-04,9.0,47400.0,426600.0,312569.3,114030.7,-0.9913859992932074,0,0,0,0.26730121894045944,45K-60K,8-12,5,2
1933,2025-08-18,4.0,38600.0,154400.0,117206.65,37193.35,-0.050660545044312055,0,0,0,0.2408895725388601,30K-45K,0-4,6,4
832,2024-03-05,5.0,52700.0,263500.0,194776.34,68723.66,0.6653897022283233,0,0,0,0.2608108538899431,45K-60K,4-8,5,4
1052,2024-06-28,3.0,46300.0,138900.0,102406.73,36493.27,-1.3352451071561664,0,0,0,0.26273052555795534,45K-60K,0-4,5,4
1148,2024-08-12,3.0,73700.0,221100.0,156280.24,64819.76,0.5861912231375238,0,0,0,0.29316942559927633,60K-80K,0-4,3,2
1275,2024-10-14,5.0,75800.0,379000.0,263458.45,115541.55,0.9380329374883748,0,0,0,0.3048589709762533,60K-80K,4-8,3,1
230,2023-05-13,8.0,54800.0,438400.0,314894.08,123505.92,1.321847999057609,0,0,0,0.2817197080291971,45K-60K,4-8,5,2
1325,2024-11-04,8.0,61500.0,492000.0,353827.85,138172.15,-0.296179421534355,0,0,0,0.2808377032520325,60K-80K,4-8,2,2
2042,2025-10-02,6.0,35500.0,213000.0,156804.51,56195.49,-0.16168519572450532,0,0,0,0.2638285915492958,30K-45K,4-8,6,1
56,2023-01-27,7.0,53200.0,372400.0,267429.19,104970.81,0.8216892967114866,0,0,0,0.2818765037593985,45K-60K,4-8,5,3
369,2023-07-30,6.0,34200.0,205200.0,148136.62,57063.38,-0.20824392020329607,0,0,0,0.27808664717348924,30K-45K,4-8,6,4
2001,2025-09-19,5.0,52100.0,260500.0,185167.94,75332.06,-0.15323748916546223,0,0,0,0.28918257197696734,45K-60K,4-8,1,3
1265,2024-10-11,7.0,54700.0,382900.0,272377.93,110522.07,1.2905880801609764,0,0,0,0.2886447375293811,45K-60K,4-8,5,4
771,2024-02-03,4.0,71400.0,285600.0,204317.47,81282.53,0.2008407740865917,0,0,0,0.28460269607843136,60K-80K,0-4,3,4
1346,2024-11-13,6.0,49800.0,298800.0,220328.34,78471.66,-0.276400443895043,0,0,0,0.2626226907630522,45K-60K,4-8,1,1
2045,2025-10-03,2.0,89400.0,178800.0,124537.5,54262.5,-0.2112842842053295,0,0,0,0.3034815436241611,80K-110K,0-4,7,1
1135,2024-08-05,6.0,64800.0,388800.0,268709.74,120090.26,-0.16576357264210514,0,0,0,0.3088741255144033,60K-80K,4-8,2,4
110,2023-02-28,6.0,41100.0,246600.0,177889.57,68710.43,0.03887546356874704,0,0,0,0.278631103000811,30K-45K,4-8,6,2
1155,2024-08-15,7.0,46600.0,326200.0,238370.82,87829.18,-1.2414653504662685,0,0,0,0.2692494788473329,45K-60K,4-8,5,4
346,2023-07-18,5.0,45300.0,226500.0,168037.82,58462.18,-1.647844296122493,0,0,0,0.25811116997792494,45K-60K,4-8,5,2
267,2023-06-03,4.0,51300.0,205200.0,150996.59,54203.41,0.22775083767546614,0,0,0,0.26414917153996104,45K-60K,0-4,5,3
2139,2025-12-01,8.0,52700.0,421600.0,313403.47,108196.53,0.6653897022283233,0,0,0,0.2566331356736243,45K-60K,4-8,5,2
1201,2024-09-09,1.0,130200.0,130200.0,87918.4,42281.6,0.42965796347265084,0,0,0,0.32474347158218125,110K-145K,0-4,4,2
335,2023-07-10,6.0,59600.0,357600.0,257567.88,100032.12,0.24838084147447495,0,0,0,0.2797318791946309,45K-60K,4-8,1,1
1272,2024-10-13,5.0,49200.0,246000.0,174412.28,71587.72,-0.30852991034623795,0,0,0,0.2910069918699187,45K-60K,4-8,1,1
1891,2025-07-26,6.0,52900.0,317400.0,233378.14,84021.86,0.7279095400215886,0,0,0,0.26471915563957155,45K-60K,4-8,5,4
1676,2025-04-12,4.0,47900.0,191600.0,141571.6,50028.4,-0.835086404810044,0,0,0,0.26110855949895617,45K-60K,0-4,5,1
1350,2024-11-14,4.0,69500.0,278000.0,199986.9,78013.1,0.019980212143826427,0,0,0,0.2806226618705036,60K-80K,0-4,2,2
1528,2025-02-06,5.0,54500.0,272500.0,203892.26,68607.74,1.228068242367711,0,0,0,0.2517715229357798,45K-60K,4-8,5,4
135,2023-03-17,2.0,41700.0,83400.0,60774.72,22625.28,0.060364105635881224,0,0,0,0.2712863309352518,30K-45K,0-4,6,2
947,2024-04-30,2.0,135300.0,270600.0,188235.39,82364.61,1.147703402011505,0,0,0,0.30437771618625276,110K-145K,0-4,4,3
715,2024-01-05,5.0,51500.0,257500.0,184814.54,72685.46,0.2902706754687315,0,0,0,0.2822736310679612,45K-60K,4-8,5,4
1280,2024-10-16,6.0,41300.0,247800.0,182262.84,65537.16,0.04603834425779177,0,0,0,0.26447602905569007,30K-45K,4-8,6,3
2052,2025-10-08,4.0,53300.0,213200.0,155504.11,57695.89,-0.08897855626307229,0,0,0,0.2706186210131332,45K-60K,0-4,1,2
373,2023-08-01,2.0,64100.0,128200.0,89818.98,38381.02,-0.19342754058894604,0,0,0,0.2993839313572543,60K-80K,0-4,2,4
1802,2025-06-16,2.0,63700.0,127400.0,89234.62,38165.38,-0.2092355222728551,0,0,0,0.2995712715855573,60K-80K,0-4,2,3
2182,2025-12-24,5.0,67500.0,337500.0,234461.47,103038.53,-0.05905969627571893,0,0,0,0.30529934814814813,60K-80K,4-8,2,1
1293,2024-10-23,2.0,96600.0,193200.0,133986.17,59213.83,1.0349731499675165,0,0,0,0.3064898033126294,80K-110K,0-4,7,4
1386,2024-12-05,8.0,53100.0,424800.0,310034.93,114765.07,-0.09968837841347061,0,0,0,0.2701625941619586,45K-60K,4-8,1,3
